,Unnamed: 0.1,Unnamed: 0,Unnamed,Unnamed: 2,0,Unnamed.37,Unnamed.38,Unnamed: 6,2,0.4,Unnamed.19,Unnamed.20,Unnamed.39,Unnamed: 12,6,2.3,0.3,Unnamed.2,Unnamed.21,Unnamed.40,Unnamed: 19,11,5,1,Unnamed.3,Unnamed.22,Unnamed.41,Unnamed: 26,16,8,2.2,Unnamed.4,Unnamed.23,Unnamed.42,Unnamed: 33,21,11.3,3,Unnamed.5,Unnamed.24,Unnamed.43,Unnamed: 40,26,14,4,Unnamed.6,Unnamed.25,Unnamed.44,Unnamed: 47,31,17,5.2,Unnamed.7,Unnamed.26,Unnamed.45,Unnamed: 54,36,20,6.2,Unnamed.8,Unnamed.27,Unnamed.46,Unnamed: 61,41,23,7,Unnamed.9,Unnamed.28,Unnamed.47,Unnamed: 68,46,26.2,8.2,Unnamed.10,Unnamed.29,Unnamed.48,Unnamed: 75,51,29,9,Unnamed.11,Unnamed.30,Unnamed.49,Unnamed: 82,56,32,10,Unnamed.12,Unnamed.31,Unnamed.50,Unnamed: 89,61,35,11.2,Unnamed.13,Unnamed.32,Unnamed.51,Unnamed: 96,66,38,12,Unnamed.14,Unnamed.33,Unnamed.52,Unnamed: 103,71,41.1,13,Unnamed.15,Unnamed.34,Unnamed.53,Unnamed: 110,76,44,14.2,Unnamed.16,Unnamed.35,Unnamed.54,Unnamed: 117,81,47,15,Unnamed.17,Unnamed.1,Unnamed.18,Unnamed.36,Unnamed.55,Unnamed: 126,88,52,18,1.2,0.2,0.1,1.1,2.1,3.1,4.1,5.1,6.1,7.1,8.1,9.1,10.1,11.1,12.1,13.1,14.1,15.1,16.1,17.1,18.1,19,20.1,21.1,22,23.1,24,25,26.1
44,44,44,44,44,46,46,P,-0.34246461780250814,-0.3556946392548384,-0.37553967143333383,-0.3292345963501778,-0.23662444618386583,-0.27631451054085665,-0.2961595427193521,-0.2564694783623613,-0.23662444618386583,-0.28954453199318697,-0.3093895641716824,-0.24323945691003096,-0.2233944247315355,-0.34246461780250814,-0.21677941400537037,-0.23662444618386583,-0.23000943545770067,-0.31600457489784756,-0.23000943545770067,-0.34246461780250814,-0.2961595427193521,-0.31600457489784756,3.9639073649310013,4.208662761799112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,45,45,45,45,47,47,Plate,information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,46,46,46,46,48,48,Plate,Repeat,Barcode,Measured,height,Chamber,temperature,at,start,Chamber,temperature,at,end,Humidity,at,start,Humidity,at,end,Ambient,temperature,at,start,Ambient,temperature,at,end,Formula,Measurement,date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,47,47,47,47,50,50,Background,information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,48,48,48,48,51,51,Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,49,49,49,49,52,52,2,Jez,US,LUM,384,(cps),0,8,0.1,00,00,00.000,De=USLum,Ex=N/A,Em=N/A,Wdw=N/A,(12),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,50,50,50,50,54,54,,01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,51,51,51,51,55,55,A,0.62390718116,0.62390718116,,,,,,,,,,,,,,,,,,,,,0.62390718116,0.62390718116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,52,52,52,52,56,56,B,0.62390718116,0.62390718116,,,,,,,,,,,,,,,,,,,,,0.62390718116,0.62390718116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,53,53,53,53,57,57,C,0.62390718116,0.62390718116,,,,,,,,,,,,,,,,,,,,,0.62390718116,0.62390718116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,54,54,54,54,58,58,D,0.62390718116,0.62390718116,,,,,,,,,,,,,,,,,,,,,0.62390718116,0.62390718116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,55,55,55,55,59,59,E,0.62390718116,0.62390718116,,,,,,,,,,,,,,,,,,,,,0.62390718116,0.62390718116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,56,56,56,56,60,60,F,0.62390718116,0.62390718116,,,,,,,,,,,,,,,,,,,,,0.62390718116,0.62390718116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,57,57,57,57,61,61,G,0.62390718116,0.62390718116,,,,,,,,,,,,,,,,,,,,,0.62390718116,0.62390718116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,58,58,58,58,62,62,H,0.62390718116,0.62390718116,,,,,,,,,,,,,,,,,,,,,0.62390718116,0.62390718116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,59,59,59,59,63,63,I,0.62390718116,0.62390718116,,,,,,,,,,,,,,,,,,,,,0.62390718116,0.62390718116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,60,60,60,60,64,64,J,0.62390718116,0.62390718116,,,,,,,,,,,,,,,,,,,,,0.62390718116,0.62390718116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,61,61,61,61,65,65,K,0.62390718116,0.62390718116,,,,,,,,,,,,,,,,,,,,,0.62390718116,0.62390718116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,62,62,62,62,66,66,L,0.62390718116,0.62390718116,,,,,,,,,,,,,,,,,,,,,0.62390718116,0.62390718116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,63,63,63,63,67,67,M,0.62390718116,0.62390718116,,,,,,,,,,,,,,,,,,,,,0.62390718116,0.62390718116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,64,64,64,64,68,68,N,0.62390718116,0.62390718116,,,,,,,,,,,,,,,,,,,,,0.62390718116,0.62390718116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,65,65,65,65,69,69,O,0.62390718116,0.62390718116,,,,,,,,,,,,,,,,,,,,,0.62390718116,0.62390718116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,66,66,66,66,70,70,P,0.62390718116,0.62390718116,,,,,,,,,,,,,,,,,,,,,0.62390718116,0.62390718116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,67,67,67,67,71,71,Plate,information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,68,68,68,68,72,72,Plate,Repeat,Barcode,Measured,height,Chamber,temperature,at,start,Chamber,temperature,at,end,Humidity,at,start,Humidity,at,end,Ambient,temperature,at,start,Ambient,temperature,at,end,Group,Label,ScanX,ScanY,Measinfo,Kinetics,Measurement,date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,69,69,69,69,73,73,2,1,"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""=""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""H2061396""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""",14.01,17.8,17.62,46.6,47.2,18,18.11,1,Jez,US,LUM,384,(cps)(1),0,0,De=USLum,Ex=N/A,Em=N/A,Wdw=N/A,(12),0,3/22/2023,3,39,38,PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,70,70,70,70,74,74,Background,information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,71,71,71,71,75,75,Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,72,72,72,72,76,76,2,Jez,US,LUM,384,(cps),0,8,0.1,00,00,00.000,De=USLum,Ex=N/A,Em=N/A,Wdw=N/A,(12),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,73,73,73,73,77,77,Results,for,Jez,US,LUM,384,(cps)(1),-,channel,0,(CPS),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,74,74,74,74,78,78,,01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,75,75,75,75,79,79,A,-0.38076657595754065,-0.33021612702894276,-0.30774926083845483,-0.3751498594099187,-0.34706627667180867,-0.33021612702894276,-0.3414495601241867,-0.3414495601241867,-0.3863832925051626,-0.3021325442908328,-0.4144668752432726,-0.33021612702894276,-0.36391642631467463,-0.3526829932194307,-0.3414495601241867,-0.28528239464796684,-0.29089911119558887,-0.3526829932194307,-0.34706627667180867,-0.39200000905278465,-0.38076657595754065,-0.4144668752432726,2.607326627377357,2.961179769877542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,76,76,76,76,80,80,B,-0.3695331428622967,-0.42008359179089455,-0.3526829932194307,-0.29651582774321084,-0.34706627667180867,-0.3526829932194307,-0.33021612702894276,-0.33583284357656473,-0.2796656781003448,-0.34706627667180867,-0.29089911119558887,-0.28528239464796684,-0.35829970976705267,-0.2684322450051009,-0.35829970976705267,-0.35829970976705267,-0.31898269393369877,-0.30774926083845483,-0.3695331428622967,-0.35829970976705267,-0.3021325442908328,-0.35829970976705267,2.489375579877295,2.6971940921393087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,77,77,77,77,81,81,C,-0.34706627667180867,-0.36391642631467463,-0.34706627667180867,-0.31898269393369877,-0.33021612702894276,-0.3751498594099187,-0.33583284357656473,-0.34706627667180867,-0.29089911119558887,-0.2796656781003448,-0.30774926083845483,-0.28528239464796684,-0.3863832925051626,-0.27404896155272285,-0.33583284357656473,-0.3414495601241867,-0.34706627667180867,-0.32459941048132074,-0.35829970976705267,-0.4032334421480286,-0.34706627667180867,-0.3751498594099187,2.8993958878537005,2.747744541067907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,78,78,78,78,82,82,D,-0.35829970976705267,-0.3021325442908328,-0.3863832925051626,-0.29651582774321084,-0.33583284357656473,-0.32459941048132074,-0.30774926083845483,-0.2796656781003448,-0.2515820953622349,-0.30774926083845483,-0.3133659773860768,-0.29089911119558887,-0.29651582774321084,-0.2628155284574789,-0.29089911119558887,-0.34706627667180867,-0.3133659773860768,-0.3751498594099187,-0.27404896155272285,-0.28528239464796684,-0.36391642631467463,-0.3414495601241867,2.8881624547584566,2.8825457382108346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,79,79,79,79,83,83,E,-0.34706627667180867,-0.2684322450051009,-0.33021612702894276,-0.22349851262412498,-0.22911522917174695,-0.16171463060028313,-0.217881796076503,-0.24596537881461292,-0.29651582774321084,-0.2628155284574789,-0.19541492988601503,-0.29089911119558887,-0.21226507952888102,-0.36391642631467463,-0.22349851262412498,-0.3021325442908328,-0.2515820953622349,-0.24034866226699095,-0.29089911119558887,-0.3133659773860768,-0.28528239464796684,-0.28528239464796684,3.3712000778539473,3.4105170936873015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,80,80,80,80,84,84,F,-0.2796656781003448,-0.3021325442908328,-0.33021612702894276,-0.22349851262412498,-0.22349851262412498,-0.2515820953622349,-0.24596537881461292,-0.22911522917174695,-0.13363104786217317,-0.28528239464796684,-0.1560979140526611,-0.2571988119098569,-0.2515820953622349,-0.2515820953622349,-0.17856478024314906,-0.22911522917174695,-0.3133659773860768,-0.28528239464796684,-0.2628155284574789,-0.3021325442908328,-0.2515820953622349,-0.3414495601241867,3.1802317152348,3.4779176922587647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,81,81,81,81,85,85,G,-0.3133659773860768,-0.2628155284574789,-0.3021325442908328,-0.2515820953622349,-0.32459941048132074,-0.31898269393369877,-0.2684322450051009,-0.22349851262412498,-0.29651582774321084,-0.22349851262412498,-0.2571988119098569,-0.28528239464796684,-0.27404896155272285,-0.23473194571936895,-0.217881796076503,-0.32459941048132074,-0.2684322450051009,-0.33583284357656473,-0.32459941048132074,-0.3414495601241867,-0.29651582774321084,-0.31898269393369877,3.3094161958301056,3.129681266306202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,82,82,82,82,86,86,H,-0.31898269393369877,-0.32459941048132074,-0.29089911119558887,-0.2684322450051009,-0.2628155284574789,-0.33021612702894276,-0.2571988119098569,-0.28528239464796684,-0.2628155284574789,-0.2571988119098569,-0.2571988119098569,-0.24596537881461292,-0.29089911119558887,-0.22911522917174695,-0.3021325442908328,-0.33021612702894276,-0.2796656781003448,-0.2628155284574789,-0.28528239464796684,-0.33021612702894276,-0.33021612702894276,-0.32459941048132074,3.489151125354009,3.388050227496813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,83,83,83,83,87,87,I,-0.2796656781003448,-0.34706627667180867,-0.33021612702894276,-0.32459941048132074,-0.34706627667180867,-0.3414495601241867,-0.217881796076503,-0.2684322450051009,-0.3133659773860768,-0.29651582774321084,-0.1673313471479051,-0.2684322450051009,-0.3133659773860768,-0.2571988119098569,-0.2628155284574789,-0.23473194571936895,-0.2515820953622349,-0.30774926083845483,-0.36391642631467463,-0.3695331428622967,-0.29651582774321084,-0.3526829932194307,3.1577648490443115,3.3768167944015697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,84,84,84,84,88,88,J,-0.33021612702894276,-0.33583284357656473,-0.3414495601241867,-0.30774926083845483,-0.38076657595754065,-0.3414495601241867,-0.29089911119558887,-0.2684322450051009,-0.30774926083845483,-0.2571988119098569,-0.2628155284574789,-0.28528239464796684,-0.3021325442908328,-0.2515820953622349,-0.3021325442908328,-0.3133659773860768,-0.217881796076503,-0.32459941048132074,-0.3133659773860768,-0.36391642631467463,-0.3133659773860768,-0.33583284357656473,3.3543499282110814,3.4442173929730333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,85,85,85,85,89,89,K,-0.33583284357656473,0.10227104713795028,-0.29089911119558887,-0.24596537881461292,-0.28528239464796684,-0.28528239464796684,-0.18979821333839306,-0.23473194571936895,-0.22911522917174695,-0.217881796076503,-0.2796656781003448,-0.24034866226699095,-0.22911522917174695,-0.2796656781003448,-0.27404896155272285,-0.36391642631467463,-0.2684322450051009,-0.28528239464796684,-0.2796656781003448,-0.31898269393369877,-0.33021612702894276,-0.3526829932194307,3.3431164951158374,3.539701574282607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,86,86,86,86,90,90,L,-0.36391642631467463,-0.32459941048132074,-0.3414495601241867,-0.21226507952888102,-0.27404896155272285,-0.33021612702894276,-0.2796656781003448,-0.2515820953622349,-0.29089911119558887,-0.29651582774321084,-0.24034866226699095,-0.2628155284574789,-0.23473194571936895,-0.2515820953622349,-0.30774926083845483,-0.27404896155272285,-0.27404896155272285,-0.33583284357656473,-0.2684322450051009,-0.36391642631467463,-0.32459941048132074,-0.3133659773860768,3.7419033699969986,3.506001274996875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,87,87,87,87,91,91,M,-0.35829970976705267,-0.34706627667180867,-0.32459941048132074,-0.3021325442908328,-0.23473194571936895,-0.2796656781003448,-0.30774926083845483,-0.3021325442908328,-0.2796656781003448,-0.18979821333839306,-0.27404896155272285,-0.28528239464796684,-0.28528239464796684,-0.2796656781003448,-0.2628155284574789,-0.30774926083845483,-0.24596537881461292,-0.2571988119098569,-0.32459941048132074,-0.23473194571936895,-0.30774926083845483,-0.35829970976705267,4.202474126902001,3.3712000778539473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,88,88,88,88,92,92,N,-0.3414495601241867,-0.3021325442908328,-0.3414495601241867,-0.2628155284574789,-0.3021325442908328,-0.3751498594099187,-0.2571988119098569,-0.3021325442908328,-0.24596537881461292,-0.3414495601241867,-0.2796656781003448,-0.2684322450051009,-0.2628155284574789,-0.2628155284574789,-0.32459941048132074,-0.29651582774321084,-0.33021612702894276,-0.38076657595754065,-0.2628155284574789,-0.3133659773860768,-0.2684322450051009,-0.35829970976705267,3.764370236187487,3.528468141187363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,89,89,89,89,93,93,O,-0.3526829932194307,-0.32459941048132074,-0.33583284357656473,-0.31898269393369877,-0.2684322450051009,-0.28528239464796684,-0.3133659773860768,-0.2796656781003448,-0.3133659773860768,-0.2628155284574789,-0.2684322450051009,-0.2796656781003448,-0.217881796076503,-0.29089911119558887,-0.23473194571936895,-0.29651582774321084,-0.22911522917174695,-0.27404896155272285,-0.3751498594099187,-0.29651582774321084,-0.36391642631467463,-0.2796656781003448,3.432983959877789,3.393666944044435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,90,90,90,90,94,94,P,-0.3863832925051626,-0.36391642631467463,-0.34706627667180867,-0.31898269393369877,-0.33583284357656473,-0.3133659773860768,-0.2684322450051009,-0.2515820953622349,-0.2684322450051009,-0.30774926083845483,-0.29089911119558887,-0.3021325442908328,-0.29651582774321084,-0.30774926083845483,-0.2628155284574789,-0.31898269393369877,-0.3133659773860768,-0.34706627667180867,-0.30774926083845483,-0.36391642631467463,-0.36391642631467463,-0.3414495601241867,3.556551723925473,3.6351857555921807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,91,91,91,91,95,95,Plate,information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
