,Plate information ,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,7200
531,J,0.03720238095238095,0.03720238095238095,0.047619047619047616,0.049107142857142856,0.0744047619047619,0.06547619047619048,0.0625,0.10267857142857142,0.08333333333333333,0.08035714285714286,0.12648809523809523,0.06994047619047619,0.08779761904761904,0.06845238095238096,0.07291666666666667,0.07738095238095238,0.07738095238095238,0.07589285714285714,0.05505952380952381,0.049107142857142856,0.06547619047619048,0.050595238095238096,0.8154761904761905,0.7559523809523809,,,,
532,K,0.05505952380952381,0.03869047619047619,0.043154761904761904,0.08779761904761904,0.05803571428571429,0.09970238095238096,0.09375,0.06845238095238096,0.09375,0.06845238095238096,0.09672619047619048,0.046130952380952384,0.09672619047619048,0.0744047619047619,0.0818452380952381,0.0818452380952381,0.07738095238095238,0.06994047619047619,0.05357142857142857,0.12053571428571429,0.0625,0.025297619047619048,0.8377976190476191,0.8169642857142857,,,,
533,L,0.028273809523809524,0.03571428571428571,0.050595238095238096,0.0744047619047619,0.06547619047619048,0.06845238095238096,0.07738095238095238,0.09821428571428571,0.10267857142857142,0.08482142857142858,0.08928571428571429,0.0744047619047619,0.0744047619047619,0.07589285714285714,0.08035714285714286,0.06398809523809523,0.05505952380952381,0.09077380952380952,0.09523809523809523,0.046130952380952384,0.05654761904761905,0.05505952380952381,0.8452380952380952,0.8675595238095238,,,,
534,M,0.05357142857142857,0.028273809523809524,0.0625,0.06845238095238096,0.06994047619047619,0.05952380952380952,0.06696428571428571,0.06547619047619048,0.07291666666666667,0.0818452380952381,0.08333333333333333,0.06696428571428571,0.07738095238095238,0.0744047619047619,0.07886904761904762,0.09821428571428571,0.049107142857142856,0.06994047619047619,0.0744047619047619,0.043154761904761904,0.05654761904761905,0.052083333333333336,0.9523809523809523,0.9151785714285714,,,,
535,N,0.03869047619047619,0.050595238095238096,0.05952380952380952,0.06398809523809523,0.0818452380952381,0.07291666666666667,0.05654761904761905,0.07738095238095238,0.05357142857142857,0.06547619047619048,0.06696428571428571,0.06696428571428571,0.08035714285714286,0.07291666666666667,0.0625,0.03571428571428571,0.06398809523809523,0.08779761904761904,0.049107142857142856,0.044642857142857144,0.05505952380952381,0.06994047619047619,0.8898809523809523,0.9241071428571429,,,,
536,O,0.041666666666666664,0.03869047619047619,0.03422619047619048,0.0625,0.02976190476190476,0.05357142857142857,0.06696428571428571,0.0744047619047619,0.06101190476190476,0.05952380952380952,0.08035714285714286,0.06994047619047619,0.049107142857142856,0.07589285714285714,0.046130952380952384,0.06398809523809523,0.05505952380952381,0.07142857142857142,0.05654761904761905,0.050595238095238096,0.0625,0.05654761904761905,0.9211309523809523,0.8869047619047619,,,,
537,P,0.019345238095238096,0.044642857142857144,0.03720238095238095,0.041666666666666664,0.04017857142857143,0.03720238095238095,0.052083333333333336,0.044642857142857144,0.044642857142857144,0.052083333333333336,0.047619047619047616,0.050595238095238096,0.047619047619047616,0.047619047619047616,0.07886904761904762,0.05654761904761905,0.05803571428571429,0.07291666666666667,0.05952380952380952,0.06845238095238096,0.049107142857142856,0.05654761904761905,1.0,0.9702380952380952,,,,
538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
539,Plate information ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
540,Plate,Repeat,Barcode,Measured height,Chamber temperature at start,Chamber temperature at end,Humidity at start,Humidity at end,Ambient temperature at start,Ambient temperature at end,Formula,Measurement date,,,,,,,,,,,,,,,,,
541,11,1,H2060270,,,,,,,,Calc 1: Z' = 1 - ((3 * SD(High) + 3 * SD(Low)) / Abs(Avg(High) - Avg(Low))) where Label: Jez US LUM 384 (cps)(1) channel 1  High = Z_High  Low = Z_Low,3/30/23 18:04,,,,,,,,,,,,,,,,,
542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
543,Background information,,,,,,,,,,,,,,,,,,,,,,,,,,,,
544,Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,,,,,,,,,,,,,,,,,,,,,,
545,11,Jez US LUM 384 (cps),0,8,0.1,00:00.0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),,,,,,,,,,,,,,,,,,,,,,
546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
547,Calculated results: Calc 1: Z' = 1 - ((3 * SD(High) + 3 * SD(Low)) / Abs(Avg(High) - Avg(Low))) where Label: Jez US LUM 384 (cps)(1) channel 1  High = Z_High  Low = Z_Low,,,,,,,,,,,,,,,,,,,,,,,,,,,,
548,,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,,,,
549,A,0.67351421,0.67351421,,,,,,,,,,,,,,,,,,,,,0.67351421,0.67351421,,,,
550,B,0.67351421,0.67351421,,,,,,,,,,,,,,,,,,,,,0.67351421,0.67351421,,,,
551,C,0.67351421,0.67351421,,,,,,,,,,,,,,,,,,,,,0.67351421,0.67351421,,,,
552,D,0.67351421,0.67351421,,,,,,,,,,,,,,,,,,,,,0.67351421,0.67351421,,,,
553,E,0.67351421,0.67351421,,,,,,,,,,,,,,,,,,,,,0.67351421,0.67351421,,,,
554,F,0.67351421,0.67351421,,,,,,,,,,,,,,,,,,,,,0.67351421,0.67351421,,,,
555,G,0.67351421,0.67351421,,,,,,,,,,,,,,,,,,,,,0.67351421,0.67351421,,,,
556,H,0.67351421,0.67351421,,,,,,,,,,,,,,,,,,,,,0.67351421,0.67351421,,,,
557,I,0.67351421,0.67351421,,,,,,,,,,,,,,,,,,,,,0.67351421,0.67351421,,,,
558,J,0.67351421,0.67351421,,,,,,,,,,,,,,,,,,,,,0.67351421,0.67351421,,,,
559,K,0.67351421,0.67351421,,,,,,,,,,,,,,,,,,,,,0.67351421,0.67351421,,,,
560,L,0.67351421,0.67351421,,,,,,,,,,,,,,,,,,,,,0.67351421,0.67351421,,,,
561,M,0.67351421,0.67351421,,,,,,,,,,,,,,,,,,,,,0.67351421,0.67351421,,,,
562,N,0.67351421,0.67351421,,,,,,,,,,,,,,,,,,,,,0.67351421,0.67351421,,,,
563,O,0.67351421,0.67351421,,,,,,,,,,,,,,,,,,,,,0.67351421,0.67351421,,,,
564,P,0.67351421,0.67351421,,,,,,,,,,,,,,,,,,,,,0.67351421,0.67351421,,,,
565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
566,Plate information ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
567,Plate,Repeat,Barcode,Measured height,Chamber temperature at start,Chamber temperature at end,Humidity at start,Humidity at end,Ambient temperature at start,Ambient temperature at end,Group,Label,ScanX,ScanY,Measinfo,Kinetics,Measurement date,,,,,,,,,,,,
568,11,1,H2060270,14.01,17.51,17.52,40.7,40.3,17.9,17.92,1,Jez US LUM 384 (cps)(1),0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,3/30/23 18:04,,,,,,,,,,,,
569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
570,Background information,,,,,,,,,,,,,,,,,,,,,,,,,,,,
571,Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,,,,,,,,,,,,,,,,,,,,,,
572,11,Jez US LUM 384 (cps),0,8,0.1,00:00.0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),,,,,,,,,,,,,,,,,,,,,,
573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
574,Results for Jez US LUM 384 (cps)(1) - channel 0 (CPS),,,,,,,,,,,,,,,,,,,,,,,,,,,,
575,,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,,,,
576,A,0.026200873362445413,0.005822416302765648,0.03056768558951965,0.02911208151382824,0.026200873362445413,0.049490538573508006,0.03202328966521106,0.042212518195050945,0.05240174672489083,0.04512372634643377,0.06986899563318777,0.06986899563318777,0.055312954876273655,0.043668122270742356,0.046579330422125184,0.033478893740902474,0.008733624454148471,0.053857350800582245,0.03056768558951965,0.017467248908296942,0.010189228529839884,0.023289665211062592,0.8224163027656477,0.7234352256186317,,,,
577,B,0.018922852983988356,0.01455604075691412,0.03056768558951965,0.02911208151382824,0.020378457059679767,0.055312954876273655,0.042212518195050945,0.026200873362445413,0.049490538573508006,0.12663755458515283,0.06259097525473072,0.048034934497816595,0.053857350800582245,0.056768558951965066,0.017467248908296942,0.024745269286754003,0.03056768558951965,0.027656477438136828,0.06404657933042213,0.040756914119359534,0.01455604075691412,0.020378457059679767,0.7903930131004366,0.7627365356622998,,,,
578,C,0.004366812227074236,0.039301310043668124,0.03784570596797671,0.056768558951965066,0.03056768558951965,0.033478893740902474,0.06259097525473072,0.03784570596797671,0.056768558951965066,0.07278020378457059,0.0611353711790393,0.046579330422125184,0.050946142649199416,0.05822416302765648,0.05967976710334789,0.002911208151382824,0.05240174672489083,0.03784570596797671,0.024745269286754003,0.001455604075691412,0.021834061135371178,0.020378457059679767,0.7656477438136827,0.6797671033478894,,,,
579,D,0.033478893740902474,0.034934497816593885,0.055312954876273655,0.07860262008733625,0.03784570596797671,0.06259097525473072,0.03784570596797671,0.05822416302765648,0.09024745269286755,0.055312954876273655,0.07423580786026202,0.06259097525473072,0.08442503639010189,0.06695778748180495,0.07132459970887918,0.056768558951965066,0.06259097525473072,0.10043668122270742,0.05967976710334789,0.033478893740902474,0.033478893740902474,0.055312954876273655,1.0,0.7729257641921398,,,,
580,E,0.055312954876273655,0.04512372634643377,0.07569141193595343,0.0858806404657933,0.07278020378457059,0.10334788937409024,0.11062590975254731,0.10625909752547306,0.08879184861717612,0.14264919941775836,0.1091703056768559,0.10625909752547306,0.09461426491994178,0.10771470160116449,0.09315866084425037,0.11208151382823872,0.08296943231441048,0.10625909752547306,0.08151382823871907,0.08296943231441048,0.07423580786026202,0.050946142649199416,0.982532751091703,0.851528384279476,,,,
581,F,0.0611353711790393,0.055312954876273655,0.07860262008733625,0.06695778748180495,0.09170305676855896,0.10043668122270742,0.11353711790393013,0.10771470160116449,0.10189228529839883,0.1091703056768559,0.11644832605531295,0.11062590975254731,0.11353711790393013,0.08733624454148471,0.10334788937409024,0.11935953420669577,0.0975254730713246,0.10771470160116449,0.06841339155749636,0.11790393013100436,0.08296943231441048,0.0611353711790393,0.9301310043668122,0.8922852983988355,,,,
582,G,0.01601164483260553,0.039301310043668124,0.07714701601164484,0.09461426491994178,0.09606986899563319,0.06986899563318777,0.08296943231441048,0.10334788937409024,0.08296943231441048,0.09170305676855896,0.08442503639010189,0.09315866084425037,0.08733624454148471,0.06695778748180495,0.09024745269286755,0.06986899563318777,0.06695778748180495,0.08005822416302766,0.05967976710334789,0.08151382823871907,0.06550218340611354,0.07423580786026202,0.8631732168850073,0.8311499272197962,,,,
583,H,0.036390101892285295,0.036390101892285295,0.07278020378457059,0.07278020378457059,0.07423580786026202,0.06841339155749636,0.09606986899563319,0.09024745269286755,0.10625909752547306,0.08442503639010189,0.11935953420669577,0.09170305676855896,0.09461426491994178,0.09315866084425037,0.09461426491994178,0.09606986899563319,0.08005822416302766,0.06841339155749636,0.07132459970887918,0.07569141193595343,0.09170305676855896,0.05240174672489083,0.86608442503639,0.8224163027656477,,,,
584,I,0.03784570596797671,0.033478893740902474,0.024745269286754003,0.0611353711790393,0.06986899563318777,0.06259097525473072,0.05822416302765648,0.13828238719068414,0.08151382823871907,0.07860262008733625,0.055312954876273655,0.06986899563318777,0.08005822416302766,0.08296943231441048,0.09898107714701601,0.06259097525473072,0.22416302765647744,0.050946142649199416,0.056768558951965066,0.06841339155749636,0.056768558951965066,0.039301310043668124,0.8355167394468704,0.8165938864628821,,,,
585,J,0.043668122270742356,0.034934497816593885,0.03056768558951965,0.05822416302765648,0.04512372634643377,0.06259097525473072,0.06259097525473072,0.053857350800582245,0.0611353711790393,0.08296943231441048,0.08151382823871907,0.056768558951965066,0.08879184861717612,0.07569141193595343,0.07132459970887918,0.08442503639010189,0.08151382823871907,0.043668122270742356,0.08442503639010189,0.042212518195050945,0.07278020378457059,0.033478893740902474,0.8646288209606987,0.8107714701601164,,,,
586,K,0.039301310043668124,0.017467248908296942,0.06841339155749636,0.07278020378457059,0.06986899563318777,0.05240174672489083,0.01455604075691412,0.09898107714701601,0.09606986899563319,0.05240174672489083,0.09170305676855896,0.053857350800582245,0.07569141193595343,0.11353711790393013,0.07714701601164484,0.06986899563318777,0.06550218340611354,0.05240174672489083,0.07423580786026202,0.033478893740902474,0.06404657933042213,0.055312954876273655,0.8820960698689956,0.8209606986899564,,,,
587,L,0.042212518195050945,0.03056768558951965,0.04512372634643377,0.05822416302765648,0.055312954876273655,0.07132459970887918,0.05822416302765648,0.07860262008733625,0.08879184861717612,0.0611353711790393,0.08296943231441048,0.08296943231441048,0.08442503639010189,0.08005822416302766,0.06841339155749636,0.056768558951965066,0.07423580786026202,0.06550218340611354,0.049490538573508006,0.07423580786026202,0.0611353711790393,0.049490538573508006,0.8966521106259098,0.8020378457059679,,,,
588,M,0.036390101892285295,0.002911208151382824,0.050946142649199416,0.048034934497816595,0.04512372634643377,0.06986899563318777,0.07132459970887918,0.08733624454148471,0.05967976710334789,0.07132459970887918,0.09606986899563319,0.06404657933042213,0.08296943231441048,0.04512372634643377,0.046579330422125184,0.07569141193595343,0.04512372634643377,0.0611353711790393,0.0611353711790393,0.07132459970887918,0.050946142649199416,0.05240174672489083,0.8646288209606987,0.8311499272197962,,,,
589,N,0.001455604075691412,0.011644832605531296,0.017467248908296942,0.042212518195050945,0.050946142649199416,0.05967976710334789,0.048034934497816595,0.05967976710334789,0.08005822416302766,0.03784570596797671,0.07860262008733625,0.036390101892285295,0.07132459970887918,0.06986899563318777,0.07860262008733625,0.048034934497816595,0.03202328966521106,0.055312954876273655,0.017467248908296942,0.03784570596797671,0.05822416302765648,0.043668122270742356,0.9359534206695779,0.8311499272197962,,,,
590,O,0.010189228529839884,0.03056768558951965,0.039301310043668124,0.027656477438136828,0.04512372634643377,0.039301310043668124,0.043668122270742356,0.06404657933042213,0.049490538573508006,0.06259097525473072,0.06986899563318777,0.048034934497816595,0.07278020378457059,0.05967976710334789,0.04512372634643377,0.040756914119359534,0.055312954876273655,0.1717612809315866,0.050946142649199416,0.08296943231441048,0.046579330422125184,0.034934497816593885,0.8908296943231441,0.8777292576419214,,,,
591,P,0.0,0.011644832605531296,0.027656477438136828,0.027656477438136828,0.02911208151382824,0.053857350800582245,0.03056768558951965,0.048034934497816595,0.046579330422125184,0.034934497816593885,0.04512372634643377,0.05240174672489083,0.042212518195050945,0.043668122270742356,0.06695778748180495,0.046579330422125184,0.03056768558951965,0.043668122270742356,0.040756914119359534,0.040756914119359534,0.03784570596797671,0.027656477438136828,0.9941775836972343,0.9053857350800583,,,,
592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
593,Plate information ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
594,Plate,Repeat,Barcode,Measured height,Chamber temperature at start,Chamber temperature at end,Humidity at start,Humidity at end,Ambient temperature at start,Ambient temperature at end,Formula,Measurement date,,,,,,,,,,,,,,,,,
595,12,1,H2060272,,,,,,,,Calc 1: Z' = 1 - ((3 * SD(High) + 3 * SD(Low)) / Abs(Avg(High) - Avg(Low))) where Label: Jez US LUM 384 (cps)(1) channel 1  High = Z_High  Low = Z_Low,3/30/23 18:06,,,,,,,,,,,,,,,,,
596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
597,Background information,,,,,,,,,,,,,,,,,,,,,,,,,,,,
598,Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,,,,,,,,,,,,,,,,,,,,,,
599,12,Jez US LUM 384 (cps),0,8,0.1,00:00.0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),,,,,,,,,,,,,,,,,,,,,,
600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
601,Calculated results: Calc 1: Z' = 1 - ((3 * SD(High) + 3 * SD(Low)) / Abs(Avg(High) - Avg(Low))) where Label: Jez US LUM 384 (cps)(1) channel 1  High = Z_High  Low = Z_Low,,,,,,,,,,,,,,,,,,,,,,,,,,,,
602,,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,,,,
603,A,0.476764571,0.476764571,,,,,,,,,,,,,,,,,,,,,0.476764571,0.476764571,,,,
604,B,0.476764571,0.476764571,,,,,,,,,,,,,,,,,,,,,0.476764571,0.476764571,,,,
605,C,0.476764571,0.476764571,,,,,,,,,,,,,,,,,,,,,0.476764571,0.476764571,,,,
606,D,0.476764571,0.476764571,,,,,,,,,,,,,,,,,,,,,0.476764571,0.476764571,,,,
607,E,0.476764571,0.476764571,,,,,,,,,,,,,,,,,,,,,0.476764571,0.476764571,,,,
608,F,0.476764571,0.476764571,,,,,,,,,,,,,,,,,,,,,0.476764571,0.476764571,,,,
609,G,0.476764571,0.476764571,,,,,,,,,,,,,,,,,,,,,0.476764571,0.476764571,,,,
610,H,0.476764571,0.476764571,,,,,,,,,,,,,,,,,,,,,0.476764571,0.476764571,,,,
611,I,0.476764571,0.476764571,,,,,,,,,,,,,,,,,,,,,0.476764571,0.476764571,,,,
612,J,0.476764571,0.476764571,,,,,,,,,,,,,,,,,,,,,0.476764571,0.476764571,,,,
613,K,0.476764571,0.476764571,,,,,,,,,,,,,,,,,,,,,0.476764571,0.476764571,,,,
614,L,0.476764571,0.476764571,,,,,,,,,,,,,,,,,,,,,0.476764571,0.476764571,,,,
615,M,0.476764571,0.476764571,,,,,,,,,,,,,,,,,,,,,0.476764571,0.476764571,,,,
616,N,0.476764571,0.476764571,,,,,,,,,,,,,,,,,,,,,0.476764571,0.476764571,,,,
617,O,0.476764571,0.476764571,,,,,,,,,,,,,,,,,,,,,0.476764571,0.476764571,,,,
618,P,0.476764571,0.476764571,,,,,,,,,,,,,,,,,,,,,0.476764571,0.476764571,,,,
619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
620,Plate information ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
621,Plate,Repeat,Barcode,Measured height,Chamber temperature at start,Chamber temperature at end,Humidity at start,Humidity at end,Ambient temperature at start,Ambient temperature at end,Group,Label,ScanX,ScanY,Measinfo,Kinetics,Measurement date,,,,,,,,,,,,
622,12,1,H2060272,14.01,17.52,17.62,40.3,40,17.92,17.82,1,Jez US LUM 384 (cps)(1),0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,3/30/23 18:06,,,,,,,,,,,,
623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
624,Background information,,,,,,,,,,,,,,,,,,,,,,,,,,,,
625,Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,,,,,,,,,,,,,,,,,,,,,,
626,12,Jez US LUM 384 (cps),0,8,0.1,00:00.0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),,,,,,,,,,,,,,,,,,,,,,
627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
628,Results for Jez US LUM 384 (cps)(1) - channel 0 (CPS),,,,,,,,,,,,,,,,,,,,,,,,,,,,
629,,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,,,,
630,A,0.006289308176100629,0.0037735849056603774,0.011320754716981131,0.03018867924528302,0.028930817610062894,0.013836477987421384,0.026415094339622643,0.045283018867924525,0.050314465408805034,0.05786163522012579,0.045283018867924525,0.04654088050314465,0.06666666666666667,0.04779874213836478,0.042767295597484274,0.04025157232704402,0.0389937106918239,0.03018867924528302,0.016352201257861635,0.027672955974842768,0.00880503144654088,0.013836477987421384,0.7069182389937106,0.6578616352201258,,,,
631,B,0.028930817610062894,0.03270440251572327,0.02012578616352201,0.031446540880503145,0.0389937106918239,0.007547169811320755,0.027672955974842768,0.04654088050314465,0.061635220125786164,0.13333333333333333,0.03773584905660377,0.04905660377358491,0.050314465408805034,0.07672955974842767,0.07672955974842767,0.04025157232704402,0.042767295597484274,0.04654088050314465,0.0440251572327044,0.03647798742138365,0.03522012578616352,0.03522012578616352,0.6452830188679245,0.6817610062893081,,,,
632,C,0.012578616352201259,0.01761006289308176,0.010062893081761006,0.042767295597484274,0.03647798742138365,0.050314465408805034,0.061635220125786164,0.03773584905660377,0.05660377358490566,0.05786163522012579,0.045283018867924525,0.06289308176100629,0.045283018867924525,0.055345911949685536,0.055345911949685536,0.05660377358490566,0.04025157232704402,0.06666666666666667,0.022641509433962263,0.050314465408805034,0.007547169811320755,0.03018867924528302,0.6540880503144654,0.7031446540880503,,,,
633,D,0.03018867924528302,0.02389937106918239,0.02012578616352201,0.042767295597484274,0.0389937106918239,0.03647798742138365,0.04779874213836478,0.0389937106918239,0.06792452830188679,0.05911949685534591,0.05157232704402516,0.0729559748427673,0.05408805031446541,0.08050314465408805,0.07169811320754717,0.03018867924528302,0.06792452830188679,0.05786163522012579,0.0389937106918239,0.025157232704402517,0.03647798742138365,0.04654088050314465,0.6616352201257861,0.7635220125786164,,,,
634,E,0.050314465408805034,0.061635220125786164,0.06792452830188679,0.06037735849056604,0.06037735849056604,0.07044025157232704,0.06666666666666667,0.0880503144654088,0.1119496855345912,0.08679245283018867,0.1018867924528302,0.1018867924528302,0.1018867924528302,0.09685534591194969,0.1220125786163522,0.06918238993710692,0.09182389937106918,0.09433962264150944,0.07169811320754717,0.08427672955974842,0.08679245283018867,0.061635220125786164,0.7572327044025158,0.9132075471698113,,,,
635,F,0.0389937106918239,0.04654088050314465,0.07672955974842767,0.08050314465408805,0.0779874213836478,0.09056603773584905,0.07421383647798742,0.10314465408805032,0.10440251572327044,0.11446540880503145,0.11572327044025157,0.09937106918238994,0.09433962264150944,0.12452830188679245,0.10440251572327044,0.11320754716981132,0.06289308176100629,0.08553459119496855,0.07924528301886792,0.07421383647798742,0.05786163522012579,0.055345911949685536,0.8125786163522013,0.9308176100628931,,,,
636,G,0.03270440251572327,0.03270440251572327,0.061635220125786164,0.07044025157232704,0.07169811320754717,0.07924528301886792,0.08427672955974842,0.09182389937106918,0.07924528301886792,0.09937106918238994,0.08427672955974842,0.09182389937106918,0.0930817610062893,0.08050314465408805,0.10943396226415095,0.06666666666666667,0.05157232704402516,0.0729559748427673,0.07169811320754717,0.04779874213836478,0.04905660377358491,0.05911949685534591,0.7295597484276729,0.8327044025157233,,,,
637,H,0.03773584905660377,0.026415094339622643,0.03647798742138365,0.06415094339622641,0.033962264150943396,0.08050314465408805,0.08050314465408805,0.09559748427672957,0.08930817610062892,0.09182389937106918,0.1069182389937107,0.10314465408805032,0.07547169811320754,0.10314465408805032,0.08427672955974842,0.09811320754716982,0.07547169811320754,0.0779874213836478,0.0880503144654088,0.04654088050314465,0.04654088050314465,0.05408805031446541,0.7987421383647799,0.8276729559748428,,,,
638,I,0.025157232704402517,0.04779874213836478,0.07421383647798742,0.04905660377358491,0.06918238993710692,0.06289308176100629,0.07924528301886792,0.08553459119496855,0.07924528301886792,0.09811320754716982,0.06540880503144654,0.0880503144654088,0.07421383647798742,0.08930817610062892,0.09056603773584905,0.08050314465408805,0.05786163522012579,0.0830188679245283,0.031446540880503145,0.05786163522012579,0.05660377358490566,0.0440251572327044,0.8025157232704403,0.7773584905660378,,,,
639,J,0.025157232704402517,0.03270440251572327,0.03647798742138365,0.042767295597484274,0.05911949685534591,0.055345911949685536,0.04905660377358491,0.061635220125786164,0.09433962264150944,0.07169811320754717,0.0729559748427673,0.10943396226415095,0.08050314465408805,0.0729559748427673,0.08679245283018867,0.028930817610062894,0.07044025157232704,0.06289308176100629,0.02012578616352201,0.03522012578616352,0.042767295597484274,0.04150943396226415,0.8125786163522013,0.8050314465408805,,,,
640,K,0.042767295597484274,0.050314465408805034,0.04654088050314465,0.04025157232704402,0.06037735849056604,0.08050314465408805,0.07672955974842767,0.08176100628930817,0.09559748427672957,0.08679245283018867,0.05911949685534591,0.10062893081761007,0.10062893081761007,0.08176100628930817,0.07547169811320754,0.06540880503144654,0.07924528301886792,0.06540880503144654,0.061635220125786164,0.050314465408805034,0.04779874213836478,0.061635220125786164,0.869182389937107,0.8553459119496856,,,,
641,L,0.033962264150943396,0.2339622641509434,0.04779874213836478,0.04779874213836478,0.03773584905660377,0.052830188679245285,0.061635220125786164,0.0830188679245283,0.08050314465408805,0.0779874213836478,0.0779874213836478,0.0930817610062893,0.0729559748427673,0.08427672955974842,0.06540880503144654,0.05660377358490566,0.08050314465408805,0.06918238993710692,0.06540880503144654,0.04905660377358491,0.04654088050314465,0.052830188679245285,0.9446540880503145,0.8729559748427673,,,,
642,M,0.013836477987421384,0.04150943396226415,0.042767295597484274,0.02012578616352201,0.050314465408805034,0.07672955974842767,0.0830188679245283,0.0729559748427673,0.05786163522012579,0.0930817610062893,0.07672955974842767,0.022641509433962263,0.07044025157232704,0.07547169811320754,0.08427672955974842,0.0830188679245283,0.06037735849056604,0.0779874213836478,0.04150943396226415,0.06540880503144654,0.03270440251572327,0.061635220125786164,1.0,0.7685534591194969,,,,
643,N,0.022641509433962263,0.03018867924528302,0.026415094339622643,0.04779874213836478,0.05786163522012579,0.07924528301886792,0.05408805031446541,0.0389937106918239,0.06540880503144654,0.07044025157232704,0.06666666666666667,0.06289308176100629,0.05660377358490566,0.0729559748427673,0.031446540880503145,0.0729559748427673,0.052830188679245285,0.04779874213836478,0.052830188679245285,0.033962264150943396,0.045283018867924525,0.03270440251572327,0.8238993710691824,0.8616352201257862,,,,
644,O,0.012578616352201259,0.018867924528301886,0.03270440251572327,0.03018867924528302,0.050314465408805034,0.050314465408805034,0.05660377358490566,0.055345911949685536,0.0440251572327044,0.06289308176100629,0.06289308176100629,0.061635220125786164,0.06666666666666667,0.05911949685534591,0.06918238993710692,0.05408805031446541,0.04779874213836478,0.03522012578616352,0.042767295597484274,0.055345911949685536,0.03773584905660377,0.031446540880503145,0.8415094339622642,0.8327044025157233,,,,
645,P,0.0,0.028930817610062894,0.04025157232704402,0.04905660377358491,0.0389937106918239,0.028930817610062894,0.033962264150943396,0.04025157232704402,0.03647798742138365,0.03018867924528302,0.045283018867924525,0.04654088050314465,0.052830188679245285,0.033962264150943396,0.04654088050314465,0.052830188679245285,0.04150943396226415,0.0440251572327044,0.03773584905660377,0.03522012578616352,0.033962264150943396,0.013836477987421384,0.8754716981132076,0.9987421383647799,,,,
646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
647,Plate information ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
648,Plate,Repeat,Barcode,Measured height,Chamber temperature at start,Chamber temperature at end,Humidity at start,Humidity at end,Ambient temperature at start,Ambient temperature at end,Formula,Measurement date,,,,,,,,,,,,,,,,,
649,13,1,H2060226,,,,,,,,Calc 1: Z' = 1 - ((3 * SD(High) + 3 * SD(Low)) / Abs(Avg(High) - Avg(Low))) where Label: Jez US LUM 384 (cps)(1) channel 1  High = Z_High  Low = Z_Low,3/30/23 18:07,,,,,,,,,,,,,,,,,
650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
651,Background information,,,,,,,,,,,,,,,,,,,,,,,,,,,,
652,Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,,,,,,,,,,,,,,,,,,,,,,
653,13,Jez US LUM 384 (cps),0,8,0.1,00:00.0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),,,,,,,,,,,,,,,,,,,,,,
654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
