,Plate information ,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,7200
109,3,1,H2061374,,,,,,,,Calc 1: Z' = 1 - ((3 * SD(High) + 3 * SD(Low)) / Abs(Avg(High) - Avg(Low))) where Label: Jez US LUM 384 (cps)(1) channel 1  High = Z_High  Low = Z_Low,3/30/23 17:51,,,,,,,,,,,,,,,,,8240.0
110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7440.0
111,Background information,,,,,,,,,,,,,,,,,,,,,,,,,,,,7760.0
112,Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,,,,,,,,,,,,,,,,,,,,,,7680.0
113,3,Jez US LUM 384 (cps),0,8,0.1,00:00.0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),,,,,,,,,,,,,,,,,,,,,,8000.0
114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9320.0
115,Calculated results: Calc 1: Z' = 1 - ((3 * SD(High) + 3 * SD(Low)) / Abs(Avg(High) - Avg(Low))) where Label: Jez US LUM 384 (cps)(1) channel 1  High = Z_High  Low = Z_Low,,,,,,,,,,,,,,,,,,,,,,,,,,,,8240.0
116,,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,,,,8080.0
117,A,0.533709932,0.533709932,,,,,,,,,,,,,,,,,,,,,0.533709932,0.533709932,,,,7960.0
118,B,0.533709932,0.533709932,,,,,,,,,,,,,,,,,,,,,0.533709932,0.533709932,,,,7840.0
119,C,0.533709932,0.533709932,,,,,,,,,,,,,,,,,,,,,0.533709932,0.533709932,,,,7800.0
120,D,0.533709932,0.533709932,,,,,,,,,,,,,,,,,,,,,0.533709932,0.533709932,,,,7080.0
121,E,0.533709932,0.533709932,,,,,,,,,,,,,,,,,,,,,0.533709932,0.533709932,,,,7760.0
122,F,0.533709932,0.533709932,,,,,,,,,,,,,,,,,,,,,0.533709932,0.533709932,,,,7280.0
123,G,0.533709932,0.533709932,,,,,,,,,,,,,,,,,,,,,0.533709932,0.533709932,,,,7640.0
124,H,0.533709932,0.533709932,,,,,,,,,,,,,,,,,,,,,0.533709932,0.533709932,,,,7800.0
125,I,0.533709932,0.533709932,,,,,,,,,,,,,,,,,,,,,0.533709932,0.533709932,,,,7840.0
126,J,0.533709932,0.533709932,,,,,,,,,,,,,,,,,,,,,0.533709932,0.533709932,,,,7520.0
127,K,0.533709932,0.533709932,,,,,,,,,,,,,,,,,,,,,0.533709932,0.533709932,,,,7560.0
128,L,0.533709932,0.533709932,,,,,,,,,,,,,,,,,,,,,0.533709932,0.533709932,,,,7880.0
129,M,0.533709932,0.533709932,,,,,,,,,,,,,,,,,,,,,0.533709932,0.533709932,,,,8440.0
130,N,0.533709932,0.533709932,,,,,,,,,,,,,,,,,,,,,0.533709932,0.533709932,,,,7600.0
131,O,0.533709932,0.533709932,,,,,,,,,,,,,,,,,,,,,0.533709932,0.533709932,,,,8240.0
132,P,0.533709932,0.533709932,,,,,,,,,,,,,,,,,,,,,0.533709932,0.533709932,,,,8200.0
133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7520.0
134,Plate information ,,,,,,,,,,,,,,,,,,,,,,,,,,,,8040.0
135,Plate,Repeat,Barcode,Measured height,Chamber temperature at start,Chamber temperature at end,Humidity at start,Humidity at end,Ambient temperature at start,Ambient temperature at end,Group,Label,ScanX,ScanY,Measinfo,Kinetics,Measurement date,,,,,,,,,,,,7480.0
136,3,1,H2061374,14.01,17.43,17.52,42.9,43.1,17.92,17.92,1,Jez US LUM 384 (cps)(1),0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,3/30/23 17:51,,,,,,,,,,,,8080.0
137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7280.0
138,Background information,,,,,,,,,,,,,,,,,,,,,,,,,,,,7320.0
139,Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,,,,,,,,,,,,,,,,,,,,,,7640.0
140,3,Jez US LUM 384 (cps),0,8,0.1,00:00.0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),,,,,,,,,,,,,,,,,,,,,,7400.0
141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6600.0
142,Results for Jez US LUM 384 (cps)(1) - channel 0 (CPS),,,,,,,,,,,,,,,,,,,,,,,,,,,,8720.0
143,,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,,,,8520.0
144,A,0.022026431718061675,0.04698972099853157,0.02936857562408223,0.042584434654919234,0.039647577092511016,0.05286343612334802,0.05433186490455213,0.0513950073421439,0.049926578560939794,0.04698972099853157,0.0631424375917768,0.05286343612334802,0.0513950073421439,0.07195301027900147,0.06167400881057269,0.04698972099853157,0.033773861967694566,0.041116005873715125,0.041116005873715125,0.04405286343612335,0.055800293685756244,0.0631424375917768,0.8032305433186491,0.750367107195301,,,,8320.0
145,B,0.0,0.03671071953010279,0.033773861967694566,0.0513950073421439,0.041116005873715125,0.05433186490455213,0.06167400881057269,0.05726872246696035,0.06167400881057269,0.07342143906020558,0.06020558002936858,0.05873715124816446,0.06607929515418502,0.08370044052863436,0.06020558002936858,0.05286343612334802,0.055800293685756244,0.05433186490455213,0.04552129221732746,0.04552129221732746,0.03524229074889868,0.05873715124816446,0.684287812041116,0.748898678414097,,,,8000.0
146,C,0.01908957415565345,0.06167400881057269,0.023494860499265784,0.06020558002936858,0.06901615271659324,0.05873715124816446,0.07488986784140969,0.06020558002936858,0.07782672540381791,0.07195301027900147,0.06461086637298091,0.08076358296622614,0.01762114537444934,0.07048458149779736,0.0881057268722467,0.04698972099853157,0.08223201174743025,0.055800293685756244,0.06754772393538913,0.03671071953010279,0.0513950073421439,0.06167400881057269,0.618208516886931,0.6343612334801763,,,,7960.0
147,D,0.04698972099853157,0.06754772393538913,0.06607929515418502,0.06020558002936858,0.07782672540381791,0.0631424375917768,0.08957415565345081,0.07929515418502203,0.08663729809104258,0.08370044052863436,0.08223201174743025,0.09838472834067548,0.06461086637298091,0.09691629955947137,0.09838472834067548,0.06901615271659324,0.09838472834067548,0.07488986784140969,0.08223201174743025,0.055800293685756244,0.06167400881057269,0.041116005873715125,0.7151248164464024,0.6857562408223201,,,,7880.0
148,E,0.06754772393538913,0.09104258443465492,0.10572687224669604,0.09544787077826726,0.13656387665198239,0.1027900146842878,0.12481644640234948,0.10572687224669604,0.13215859030837004,0.08957415565345081,0.12922173274596183,0.13215859030837004,0.11894273127753303,0.12334801762114538,0.11600587371512482,0.11600587371512482,0.11747430249632893,0.09544787077826726,0.08957415565345081,0.09544787077826726,0.07195301027900147,0.09544787077826726,0.8795888399412628,0.73568281938326,,,,8000.0
149,F,0.055800293685756244,0.09838472834067548,0.08663729809104258,0.1013215859030837,0.11894273127753303,0.10866372980910426,0.13069016152716592,0.10572687224669604,0.10866372980910426,0.12041116005873716,0.13215859030837004,0.13656387665198239,0.1262848751835536,0.13362701908957417,0.13362701908957417,0.12187958883994127,0.11747430249632893,0.09397944199706314,0.0881057268722467,0.08223201174743025,0.09691629955947137,0.09104258443465492,0.856093979441997,0.8663729809104258,,,,7720.0
150,G,0.04698972099853157,0.07929515418502203,0.07782672540381791,0.09397944199706314,0.07195301027900147,0.08957415565345081,0.1262848751835536,0.09985315712187959,0.07782672540381791,0.13656387665198239,0.10719530102790015,0.11894273127753303,0.10425844346549193,0.13803230543318648,0.10572687224669604,0.08516886930983847,0.10425844346549193,0.07488986784140969,0.08957415565345081,0.07929515418502203,0.06020558002936858,0.07195301027900147,0.7665198237885462,0.7459618208516887,,,,7680.0
151,H,0.0513950073421439,0.07195301027900147,0.05726872246696035,0.0881057268722467,0.1130690161527166,0.0763582966226138,0.1145374449339207,0.10866372980910426,0.11013215859030837,0.11894273127753303,0.10572687224669604,0.16005873715124816,0.11160058737151249,0.11160058737151249,0.12187958883994127,0.1013215859030837,0.10572687224669604,0.10866372980910426,0.09985315712187959,0.08076358296622614,0.08223201174743025,0.08663729809104258,0.775330396475771,0.8076358296622613,,,,7880.0
152,I,0.06607929515418502,0.05286343612334802,0.06020558002936858,0.08223201174743025,0.09104258443465492,0.09985315712187959,0.1027900146842878,0.10425844346549193,0.09544787077826726,0.0881057268722467,0.07195301027900147,0.09838472834067548,0.09985315712187959,0.0881057268722467,0.1013215859030837,0.07782672540381791,0.10425844346549193,0.07929515418502203,0.09251101321585903,0.07929515418502203,0.06901615271659324,0.05433186490455213,0.748898678414097,0.7900146842878121,,,,8480.0
153,J,0.0381791483113069,0.0631424375917768,0.06607929515418502,0.06754772393538913,0.10425844346549193,0.08663729809104258,0.12481644640234948,0.08370044052863436,0.11013215859030837,0.09397944199706314,0.09544787077826726,0.11013215859030837,0.1130690161527166,0.08516886930983847,0.1013215859030837,0.07342143906020558,0.07782672540381791,0.07342143906020558,0.04405286343612335,0.0763582966226138,0.042584434654919234,0.04698972099853157,0.8575624082232012,0.7474302496328928,,,,7120.0
154,K,0.06754772393538913,0.055800293685756244,0.055800293685756244,0.08663729809104258,0.1027900146842878,0.08370044052863436,0.1013215859030837,0.09544787077826726,0.10572687224669604,0.09691629955947137,0.09544787077826726,0.09397944199706314,0.09544787077826726,0.10572687224669604,0.11013215859030837,0.08663729809104258,0.09691629955947137,0.08370044052863436,0.08516886930983847,0.1027900146842878,0.05873715124816446,0.07488986784140969,0.8120411160058737,0.7694566813509545,,,,7560.0
155,L,0.042584434654919234,0.07342143906020558,0.07195301027900147,0.09251101321585903,0.08516886930983847,0.08663729809104258,0.08370044052863436,0.09251101321585903,0.1130690161527166,0.0881057268722467,0.07195301027900147,0.11160058737151249,0.07929515418502203,0.0881057268722467,0.10425844346549193,0.0881057268722467,0.08076358296622614,0.09838472834067548,0.08076358296622614,0.08370044052863436,0.048458149779735685,0.05726872246696035,0.8854625550660793,0.750367107195301,,,,6760.0
156,M,0.06167400881057269,0.0881057268722467,0.06901615271659324,0.09985315712187959,0.1013215859030837,0.08076358296622614,0.11013215859030837,0.11013215859030837,0.1027900146842878,0.0881057268722467,0.11894273127753303,0.11747430249632893,0.09397944199706314,0.1013215859030837,0.11600587371512482,0.10719530102790015,0.1145374449339207,0.10866372980910426,0.16299559471365638,0.06754772393538913,0.06020558002936858,0.08663729809104258,0.9397944199706314,0.8208516886930984,,,,8360.0
157,N,0.04405286343612335,0.042584434654919234,0.048458149779735685,0.07342143906020558,0.08516886930983847,0.06754772393538913,0.07929515418502203,0.16740088105726872,0.07488986784140969,0.07929515418502203,0.07195301027900147,0.09251101321585903,0.08516886930983847,0.10425844346549193,0.08516886930983847,0.09544787077826726,0.10866372980910426,0.08223201174743025,0.06607929515418502,0.0763582966226138,0.05286343612334802,0.05286343612334802,0.8766519823788547,0.9074889867841409,,,,8360.0
158,O,0.041116005873715125,0.06461086637298091,0.05286343612334802,0.055800293685756244,0.0763582966226138,0.08370044052863436,0.10719530102790015,0.0513950073421439,0.06167400881057269,0.14684287812041116,0.09251101321585903,0.1027900146842878,0.5051395007342144,0.09544787077826726,0.09985315712187959,0.08957415565345081,0.09838472834067548,0.08663729809104258,0.07929515418502203,0.05726872246696035,0.0631424375917768,0.07048458149779736,0.9647577092511013,0.8458149779735683,,,,7920.0
159,P,0.00881057268722467,0.032305433186490456,0.039647577092511016,0.04405286343612335,0.048458149779735685,0.06754772393538913,0.08370044052863436,0.0513950073421439,0.07782672540381791,0.06020558002936858,0.05726872246696035,0.07342143906020558,0.0631424375917768,0.0763582966226138,0.06461086637298091,0.06754772393538913,0.06901615271659324,0.06167400881057269,0.05873715124816446,0.04698972099853157,0.05726872246696035,0.06020558002936858,1.0,0.9676945668135095,,,,8040.0
160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8000.0
161,Plate information ,,,,,,,,,,,,,,,,,,,,,,,,,,,,7920.0
162,Plate,Repeat,Barcode,Measured height,Chamber temperature at start,Chamber temperature at end,Humidity at start,Humidity at end,Ambient temperature at start,Ambient temperature at end,Formula,Measurement date,,,,,,,,,,,,,,,,,7320.0
163,4,1,H2061376,,,,,,,,Calc 1: Z' = 1 - ((3 * SD(High) + 3 * SD(Low)) / Abs(Avg(High) - Avg(Low))) where Label: Jez US LUM 384 (cps)(1) channel 1  High = Z_High  Low = Z_Low,3/30/23 17:53,,,,,,,,,,,,,,,,,7960.0
164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7840.0
165,Background information,,,,,,,,,,,,,,,,,,,,,,,,,,,,7440.0
166,Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,,,,,,,,,,,,,,,,,,,,,,7720.0
167,4,Jez US LUM 384 (cps),0,8,0.1,00:00.0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),,,,,,,,,,,,,,,,,,,,,,7960.0
168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7640.0
169,Calculated results: Calc 1: Z' = 1 - ((3 * SD(High) + 3 * SD(Low)) / Abs(Avg(High) - Avg(Low))) where Label: Jez US LUM 384 (cps)(1) channel 1  High = Z_High  Low = Z_Low,,,,,,,,,,,,,,,,,,,,,,,,,,,,8120.0
170,,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,,,,8440.0
171,A,0.658831979,0.658831979,,,,,,,,,,,,,,,,,,,,,0.658831979,0.658831979,,,,8680.0
172,B,0.658831979,0.658831979,,,,,,,,,,,,,,,,,,,,,0.658831979,0.658831979,,,,7880.0
173,C,0.658831979,0.658831979,,,,,,,,,,,,,,,,,,,,,0.658831979,0.658831979,,,,7840.0
174,D,0.658831979,0.658831979,,,,,,,,,,,,,,,,,,,,,0.658831979,0.658831979,,,,7840.0
175,E,0.658831979,0.658831979,,,,,,,,,,,,,,,,,,,,,0.658831979,0.658831979,,,,7440.0
176,F,0.658831979,0.658831979,,,,,,,,,,,,,,,,,,,,,0.658831979,0.658831979,,,,8000.0
177,G,0.658831979,0.658831979,,,,,,,,,,,,,,,,,,,,,0.658831979,0.658831979,,,,7440.0
178,H,0.658831979,0.658831979,,,,,,,,,,,,,,,,,,,,,0.658831979,0.658831979,,,,7960.0
179,I,0.658831979,0.658831979,,,,,,,,,,,,,,,,,,,,,0.658831979,0.658831979,,,,7360.0
180,J,0.658831979,0.658831979,,,,,,,,,,,,,,,,,,,,,0.658831979,0.658831979,,,,7800.0
181,K,0.658831979,0.658831979,,,,,,,,,,,,,,,,,,,,,0.658831979,0.658831979,,,,7960.0
182,L,0.658831979,0.658831979,,,,,,,,,,,,,,,,,,,,,0.658831979,0.658831979,,,,6400.0
183,M,0.658831979,0.658831979,,,,,,,,,,,,,,,,,,,,,0.658831979,0.658831979,,,,7600.0
184,N,0.658831979,0.658831979,,,,,,,,,,,,,,,,,,,,,0.658831979,0.658831979,,,,8280.0
185,O,0.658831979,0.658831979,,,,,,,,,,,,,,,,,,,,,0.658831979,0.658831979,,,,8000.0
186,P,0.658831979,0.658831979,,,,,,,,,,,,,,,,,,,,,0.658831979,0.658831979,,,,8480.0
187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7800.0
188,Plate information ,,,,,,,,,,,,,,,,,,,,,,,,,,,,8040.0
189,Plate,Repeat,Barcode,Measured height,Chamber temperature at start,Chamber temperature at end,Humidity at start,Humidity at end,Ambient temperature at start,Ambient temperature at end,Group,Label,ScanX,ScanY,Measinfo,Kinetics,Measurement date,,,,,,,,,,,,7960.0
190,4,1,H2061376,14.01,17.51,17.62,43.3,43.3,17.9,17.92,1,Jez US LUM 384 (cps)(1),0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,3/30/23 17:53,,,,,,,,,,,,7960.0
191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7040.0
192,Background information,,,,,,,,,,,,,,,,,,,,,,,,,,,,8440.0
193,Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,,,,,,,,,,,,,,,,,,,,,,7480.0
194,4,Jez US LUM 384 (cps),0,8,0.1,00:00.0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),,,,,,,,,,,,,,,,,,,,,,8040.0
195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7680.0
196,Results for Jez US LUM 384 (cps)(1) - channel 0 (CPS),,,,,,,,,,,,,,,,,,,,,,,,,,,,7320.0
197,,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,,,,7640.0
198,A,0.16129032258064516,0.17548387096774193,0.1638709677419355,0.17161290322580644,0.1638709677419355,0.18451612903225806,0.19612903225806452,0.17806451612903226,0.17161290322580644,0.17806451612903226,0.20774193548387096,0.16,0.18451612903225806,0.18838709677419355,0.17935483870967742,0.18064516129032257,0.16903225806451613,0.16129032258064516,0.16774193548387098,0.14709677419354839,0.1638709677419355,0.15741935483870967,0.8219354838709677,0.9793548387096774,,,,7960.0
199,B,0.16903225806451613,0.17935483870967742,0.19483870967741934,0.18064516129032257,0.19612903225806452,0.20258064516129032,0.1935483870967742,0.20903225806451614,0.19225806451612903,0.19225806451612903,0.18580645161290324,0.19483870967741934,0.19483870967741934,0.17290322580645162,0.18838709677419355,0.18838709677419355,0.18064516129032257,0.17419354838709677,0.17419354838709677,0.17806451612903226,0.15612903225806452,0.14838709677419354,0.7470967741935484,0.8554838709677419,,,,8280.0
200,C,0.1896774193548387,0.18193548387096775,0.20774193548387096,0.22451612903225807,0.20258064516129032,0.21806451612903227,0.21806451612903227,0.2167741935483871,0.21806451612903227,0.0,0.20903225806451614,0.2103225806451613,0.1935483870967742,0.2,0.2103225806451613,0.18193548387096775,0.19096774193548388,0.19483870967741934,0.19870967741935483,0.1767741935483871,0.1832258064516129,0.15870967741935485,0.7174193548387097,0.8787096774193548,,,,7560.0
201,D,0.17548387096774193,0.19225806451612903,0.2,0.19483870967741934,0.2232258064516129,0.19870967741935483,0.1935483870967742,0.2064516129032258,0.18451612903225806,0.22451612903225807,0.21161290322580645,0.21935483870967742,0.22451612903225807,0.2064516129032258,0.19225806451612903,0.21548387096774194,0.19612903225806452,0.18838709677419355,0.10580645161290322,0.1870967741935484,0.18193548387096775,0.17806451612903226,0.7961290322580645,0.8374193548387097,,,,7840.0
202,E,0.22064516129032258,0.21806451612903227,0.23483870967741935,0.2296774193548387,0.24774193548387097,0.2670967741935484,0.2838709677419355,0.2361290322580645,0.23096774193548386,0.2567741935483871,0.2593548387096774,0.26064516129032256,0.23870967741935484,0.25806451612903225,0.2541935483870968,0.24774193548387097,0.24387096774193548,0.21419354838709678,0.24,0.2129032258064516,0.22064516129032258,0.18838709677419355,0.8451612903225807,0.9161290322580645,,,,7520.0
203,F,0.22064516129032258,0.22451612903225807,0.22838709677419355,0.2335483870967742,0.24258064516129033,0.24516129032258063,0.27741935483870966,0.25161290322580643,0.21548387096774194,0.26193548387096777,0.2503225806451613,0.2593548387096774,0.26064516129032256,0.25290322580645164,0.2658064516129032,0.25548387096774194,0.25161290322580643,0.23483870967741935,0.2567741935483871,0.23483870967741935,0.21419354838709678,0.20258064516129032,0.832258064516129,0.8993548387096775,,,,8120.0
204,G,0.20516129032258065,0.20387096774193547,0.21548387096774194,0.24,0.23483870967741935,0.22838709677419355,0.2645161290322581,0.25161290322580643,0.25548387096774194,0.24387096774193548,0.23870967741935484,0.24387096774193548,0.25806451612903225,0.447741935483871,0.24387096774193548,0.20774193548387096,0.22838709677419355,0.2232258064516129,0.22193548387096773,0.2129032258064516,0.20774193548387096,0.20387096774193547,0.7793548387096774,0.8658064516129033,,,,7680.0
205,H,0.19741935483870968,0.23096774193548386,0.2335483870967742,0.2232258064516129,0.22838709677419355,0.24903225806451612,0.23096774193548386,0.2335483870967742,0.2670967741935484,0.24258064516129033,0.24516129032258063,0.2645161290322581,0.24645161290322581,0.23483870967741935,0.24129032258064517,0.2232258064516129,0.23741935483870968,0.2270967741935484,0.21806451612903227,0.24,0.16516129032258065,0.21161290322580645,0.8387096774193549,0.8993548387096775,,,,8040.0
206,I,0.2064516129032258,0.17935483870967742,0.20774193548387096,0.22838709677419355,0.22580645161290322,0.21548387096774194,0.2670967741935484,0.26193548387096777,0.24774193548387097,0.2296774193548387,0.2632258064516129,0.22451612903225807,0.2335483870967742,0.2296774193548387,0.22838709677419355,0.20774193548387096,0.21935483870967742,0.20258064516129032,0.19225806451612903,0.21161290322580645,0.19741935483870968,0.1935483870967742,0.8090322580645162,0.8774193548387097,,,,7960.0
207,J,0.17290322580645162,0.19096774193548388,0.2,0.2296774193548387,0.24,0.2167741935483871,0.21935483870967742,0.23483870967741935,0.25161290322580643,0.22451612903225807,0.2270967741935484,0.24774193548387097,0.2361290322580645,0.2167741935483871,0.24774193548387097,0.2064516129032258,0.2167741935483871,0.2129032258064516,0.22064516129032258,0.21806451612903227,0.1767741935483871,0.19096774193548388,0.8167741935483871,0.8206451612903226,,,,7880.0
208,K,0.20129032258064516,0.18580645161290324,0.21161290322580645,0.2232258064516129,0.2361290322580645,0.2361290322580645,0.24774193548387097,0.2361290322580645,0.25548387096774194,0.23870967741935484,0.24774193548387097,0.22838709677419355,0.2129032258064516,0.24387096774193548,0.20903225806451614,0.22451612903225807,0.21935483870967742,0.22838709677419355,0.22451612903225807,0.21161290322580645,0.22451612903225807,0.1832258064516129,0.8516129032258064,0.896774193548387,,,,7440.0
209,L,0.16516129032258065,0.20516129032258065,0.19741935483870968,0.23096774193548386,0.2064516129032258,0.23225806451612904,0.21548387096774194,0.24129032258064517,0.24645161290322581,0.23741935483870968,0.21806451612903227,0.23870967741935484,0.21935483870967742,0.21548387096774194,0.23741935483870968,0.21548387096774194,0.22451612903225807,0.2232258064516129,0.20516129032258065,0.2103225806451613,0.19096774193548388,0.19483870967741934,0.8438709677419355,0.8541935483870968,,,,7240.0
210,M,0.1896774193548387,0.1870967741935484,0.19225806451612903,0.22193548387096773,0.22193548387096773,0.23096774193548386,0.31483870967741934,0.21548387096774194,0.24258064516129033,0.24774193548387097,0.22193548387096773,0.2696774193548387,0.23096774193548386,0.26838709677419353,0.22451612903225807,0.22580645161290322,0.21935483870967742,0.21935483870967742,0.2296774193548387,0.18451612903225806,0.1935483870967742,0.1896774193548387,0.88,0.9225806451612903,,,,7000.0
